company_name	hw_job_url
医療法人　博心会　ケアホームてだこ苑	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013861661&kJKbn=1&fullPart=1
有限会社　豊　デイサービス笑い福い	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701009109461&kJKbn=1&fullPart=1
社会福祉法人　伊集の木会　デイサービスセンターいじゅの花	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013930161&kJKbn=1&fullPart=1
医療法人　真徳会\n　沖縄メディカル病院	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013961761&kJKbn=1&fullPart=1
株式会社いちまん会　リハビリフィットネス　デイｄｅジム	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013971961&kJKbn=1&fullPart=1
有限会社はっぴー	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701014016361&kJKbn=1&fullPart=1
社会福祉法人　おもと会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701014042661&kJKbn=1&fullPart=1
医療法人安心会　愛聖クリニック	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702006286761&kJKbn=1&fullPart=1
医療法人　和泉会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008836661&kJKbn=1&fullPart=1
有限会社　ニヘーデービル	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702006646861&kJKbn=1&fullPart=1
社会福祉法人　沖縄コロニー・コロニーワークショップ沖縄	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008934461&kJKbn=1&fullPart=1
社会福祉法人　一心福祉会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703002063561&kJKbn=1&fullPart=1
株式会社　アカハチ（大浜１番地）	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4705001551261&kJKbn=1&fullPart=1
社会福祉法人綾羽福祉会　特別養護老人ホーム　まえさと茶寿苑	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4705001006361&kJKbn=1&fullPart=1
株式会社Ｆａｍｓｔａｔｉｏｎ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=1105010659361&kJKbn=1&fullPart=1
医療法人　好縁会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=3402002427361&kJKbn=1&fullPart=1
社会医療法人　葦の会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701011908661&kJKbn=1&fullPart=1
社会福祉法人　偕生会　特別養護老人ホーム　那覇偕生園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701009259861&kJKbn=1&fullPart=1
医療法人　真成会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701010345361&kJKbn=1&fullPart=1
株式会社ウェルケア沖縄	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701009345461&kJKbn=1&fullPart=1
社会福祉法人　偕生会　特別養護老人ホーム　首里偕生園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701009455361&kJKbn=1&fullPart=1
医療法人博愛会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701014151861&kJKbn=1&fullPart=1
社会福祉法人　清明会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702005490661&kJKbn=1&fullPart=1
社会福祉法人　幸仁会　比謝川の里	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702006207361&kJKbn=1&fullPart=1
有限会社　ケアセンターきらめき	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702005570561&kJKbn=1&fullPart=1
株式会社　ＫＩＮＡ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702006364761&kJKbn=1&fullPart=1
合同会社　高山クリエイト　デイサービスがんじゅうの扉	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702005701161&kJKbn=1&fullPart=1
株式会社　いっしん	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702005694861&kJKbn=1&fullPart=1
社会福祉法人祐愛会　特別養護老人ホーム　宮古の里	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4704001016861&kJKbn=1&fullPart=1
医療法人　ムサアザ会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4704001263661&kJKbn=1&fullPart=1
社会福祉法人　沖縄県社会福祉事業団　八重山厚生園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4705001465461&kJKbn=1&fullPart=1
医療法人　光風会　介護老人保健施設　和光園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001671861&kJKbn=1&fullPart=1
医療法人　光風会　北山病院	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001686461&kJKbn=1&fullPart=1
株式会社　ウエラ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013602261&kJKbn=1&fullPart=1
医療法人　天仁会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701009664361&kJKbn=1&fullPart=1
合同会社里のガーデン	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013634361&kJKbn=1&fullPart=1
医療法人　陽心会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012077061&kJKbn=1&fullPart=1
株式会社　夢咲	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008516861&kJKbn=1&fullPart=1
医療法人　琉心会　勝山病院	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001997161&kJKbn=1&fullPart=1
株式会社ハッピーライフ　いきいきらいふＳＰＡ屋富祖通り店	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013398261&kJKbn=1&fullPart=1
株式会社　アルカディア	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013409161&kJKbn=1&fullPart=1
株式会社　Ｈｅａｌｔｈ＆Ｗｅｌｌｂｅｉｎｇ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013383761&kJKbn=1&fullPart=1
医療法人　信和会　沖縄第一病院	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701009762561&kJKbn=1&fullPart=1
社会福祉法人　麗峰会　介護老人福祉施設沖縄一条園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702006261961&kJKbn=1&fullPart=1
とある株式会社　ここある	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008411061&kJKbn=1&fullPart=1
有限会社ハートサポートプラン　高齢者介護事業所　大樹	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008422261&kJKbn=1&fullPart=1
有限会社　ひふみ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008330161&kJKbn=1&fullPart=1
合同会社　サンライズグループ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008349061&kJKbn=1&fullPart=1
特定非営利活動法人そら	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013301961&kJKbn=1&fullPart=1
社会福祉法人　琉球溢愛会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013051961&kJKbn=1&fullPart=1
株式会社　薬正堂　アワセ第一デイサービス	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008263561&kJKbn=1&fullPart=1
株式会社　ア－バンエステ－ト介護支援センター中部	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702006790561&kJKbn=1&fullPart=1
株式会社ア一バン・エステートグループホームごえくの里	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702006793861&kJKbn=1&fullPart=1
株式会社　口福舎　高齢者専用複合施設　がんじゅう堂	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007574561&kJKbn=1&fullPart=1
株式会社ＳＡＴ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4705001409961&kJKbn=1&fullPart=1
社会福祉法人　沖縄県社会福祉事業団　いしみね救護園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013190761&kJKbn=1&fullPart=1
社会福祉法人　沖縄にじの会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701010313261&kJKbn=1&fullPart=1
株式会社　なまからどー\n有料老人ホーム　なまからどー	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001945961&kJKbn=1&fullPart=1
合同会社　ＭＨＬ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013080661&kJKbn=1&fullPart=1
株式会社　ライフケアシステム研究所	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012910861&kJKbn=1&fullPart=1
株式会社　Ｌｉｂ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012181161&kJKbn=1&fullPart=1
（医）おもと会　介護老人保健施設ぎのわんおもと園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008166661&kJKbn=1&fullPart=1
株式会社　爽やかな風沖縄	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008201161&kJKbn=1&fullPart=1
有限会社北部ケアサービス	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001618261&kJKbn=1&fullPart=1
医療法人緑の会　デイサービス長寿の華	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4705000986161&kJKbn=1&fullPart=1
医療法人　緑の会　サービス付き高齢者住宅　八重の杜	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4705001081661&kJKbn=1&fullPart=1
医療法人　南嶺会　勝連病院	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012985761&kJKbn=1&fullPart=1
株式会社シルバーサポート玉城　　デイサービスセンターうちま	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701013023561&kJKbn=1&fullPart=1
医療法人　光和会　介護付き有料老人ホーム　たけぞの	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702006640361&kJKbn=1&fullPart=1
ハートフルハンド　合同会社	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008105061&kJKbn=1&fullPart=1
株式会社　パッション	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702008106361&kJKbn=1&fullPart=1
株式会社　花	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012861261&kJKbn=1&fullPart=1
株式会社　花　住宅型有料老人ホーム　順風苑	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012866961&kJKbn=1&fullPart=1
川武カンパニー株式会社	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012877361&kJKbn=1&fullPart=1
社会福祉法人おもと会　在宅総合ケアセンター寄宮	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012899961&kJKbn=1&fullPart=1
ケアプランえみま	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012950561&kJKbn=1&fullPart=1
社会福祉法人　　憲章会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012794761&kJKbn=1&fullPart=1
株式会社　結	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701009044461&kJKbn=1&fullPart=1
社会福祉法人　琉球キリスト教奉仕団特別養護老人ホ一ム　愛の村	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702005728061&kJKbn=1&fullPart=1
株式会社　宙伸　ヘルパーステーション輝	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001873961&kJKbn=1&fullPart=1
医療法人　結護会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001624361&kJKbn=1&fullPart=1
障害者総合支援施設　青潮園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4704001434461&kJKbn=1&fullPart=1
合同会社ｓｔｕｄｉｏ　ｌｉｆｅ　ｗｏｒｋ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702005734961&kJKbn=1&fullPart=1
医療法人　おもと会　介護老人保健施設はまゆう	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701011215461&kJKbn=1&fullPart=1
株式会社　玉の木	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012669661&kJKbn=1&fullPart=1
株式会社フェアネス	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701010841461&kJKbn=1&fullPart=1
株式会社　真心コーポレーション	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007920561&kJKbn=1&fullPart=1
有限会社　緒方	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702005755561&kJKbn=1&fullPart=1
合資会社　ケア・コミュニティ　三丁目	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007974161&kJKbn=1&fullPart=1
社会福祉法人　容山会　特別養護老人ホーム　北斗園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001630961&kJKbn=1&fullPart=1
にこにこサービス　有限会社	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4704001410761&kJKbn=1&fullPart=1
社会福祉法人おきなわ共生会\n福祉複合共生施設なんくる	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701011427961&kJKbn=1&fullPart=1
有限会社　百栄　デイサービス　ゆず	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012628661&kJKbn=1&fullPart=1
株式会社　ケアネット徳洲会沖縄	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702005604161&kJKbn=1&fullPart=1
株式会社中部サンケアネット	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007891761&kJKbn=1&fullPart=1
社会福祉法人ふくぎ会　ケアハウスふくぎ苑	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007407161&kJKbn=1&fullPart=1
株式会社チャスキ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007903261&kJKbn=1&fullPart=1
合資会社ゆらぎ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001833161&kJKbn=1&fullPart=1
しんらい　グループ（有限会社　アカザワ）	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=2601012754361&kJKbn=1&fullPart=1
社会福祉法人　心の会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012424361&kJKbn=1&fullPart=1
株式会社　風磨	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007791661&kJKbn=1&fullPart=1
社会医療法人　かりゆし会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007843861&kJKbn=1&fullPart=1
社会福祉法人　沖縄県社会福祉事業団　名護厚生園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001825161&kJKbn=1&fullPart=1
有限会社　ライフケア　デイサービスセンター　海凪	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012328361&kJKbn=1&fullPart=1
有限会社　介護サービスたばた	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007753461&kJKbn=1&fullPart=1
合同会社よりそい　\nよりそい訪問介護事業所	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007774061&kJKbn=1&fullPart=1
社会福祉法人　祥永会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702005806961&kJKbn=1&fullPart=1
株式会社　新緑の里	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012183361&kJKbn=1&fullPart=1
社会福祉法人沖縄県社会福祉事業団　具志川厚生園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702005463061&kJKbn=1&fullPart=1
株式会社　津梁グループ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007603661&kJKbn=1&fullPart=1
株式会社津梁グループ　グループホーム謝苅	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007605561&kJKbn=1&fullPart=1
社会福祉法人ゆうなの会　特別養護老人ホーム　谷茶の丘	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007642161&kJKbn=1&fullPart=1
有限会社　こころ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007669161&kJKbn=1&fullPart=1
社会福祉法人　大宜味村社会福祉協議会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001793961&kJKbn=1&fullPart=1
社会福祉法人　沖縄県社会福祉事業団　宮古厚生園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4704001097261&kJKbn=1&fullPart=1
株式会社　愛サポート	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701011943761&kJKbn=1&fullPart=1
社会福祉法人　沖縄肢体不自由児協会　沖縄南部療育医療センター	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701011956361&kJKbn=1&fullPart=1
有限会社　百栄　デイサービスふたば	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012021261&kJKbn=1&fullPart=1
社会医療法人　へいあん	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012100661&kJKbn=1&fullPart=1
医療法人　おもと会　地域包括ケアセンターかみはら	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701010220961&kJKbn=1&fullPart=1
株式会社リブレケア	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701012124061&kJKbn=1&fullPart=1
医療法人社団　輔仁会　嬉野が丘サマリヤ人病院	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701010113761&kJKbn=1&fullPart=1
株式会社　いきがいクリエーション　小規模多機能ホームいきがい\nのまち	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702006169661&kJKbn=1&fullPart=1
株式会社　アソシエ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007423161&kJKbn=1&fullPart=1
社会福祉法人　沖縄にじの会　特別養護老人ホーム　知花の里	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007444461&kJKbn=1&fullPart=1
（社福）与勝福祉会　デイサービスセンター　与勝の里	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007466361&kJKbn=1&fullPart=1
合同会社　アユマ	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007470861&kJKbn=1&fullPart=1
株式会社アメニティプラス	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702007497861&kJKbn=1&fullPart=1
有限会社　如水会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4702006896661&kJKbn=1&fullPart=1
社会福祉法人　常盤会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4703001773561&kJKbn=1&fullPart=1
社会福祉法人　沖縄県社会福祉事業団　あけぼの学園	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4704001316961&kJKbn=1&fullPart=1
アースサポート　株式会社　アースサポート大阪	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=2701020579561&kJKbn=1&fullPart=1
公益財団法人　沖縄県労働者福祉基金協会	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701008608461&kJKbn=1&fullPart=1
（株）ビジネスランド	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701008823661&kJKbn=1&fullPart=1
医療法人　以和貴会　老人保健施設サクラビア	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701011503661&kJKbn=1&fullPart=1
社会福祉法人以和貴会　障害者支援施設ソフィア	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701011516861&kJKbn=1&fullPart=1
（株）きよらか	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701011533961&kJKbn=1&fullPart=1
有限会社オアシス	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701011539561&kJKbn=1&fullPart=1
有限会社　ライジング	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701008957861&kJKbn=1&fullPart=1
社会福祉法人以和貴会　障害者支援施設更生ソフィア	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701011548461&kJKbn=1&fullPart=1
株式会社　ケア琉球	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701011551161&kJKbn=1&fullPart=1
（株）アイナビ　複合型福祉施設　ちゅらさん	https://www.hellowork.mhlw.go.jp/kensaku/GECA110010.do?screenId=GECA110010&action=dispDetailBtn&kJNo=4701010614461&kJKbn=1&fullPart=1
